Station	Year	Month	C	RH	Blight
13958	1994	1	10.72	70.91	1.39
13958	1994	2	12.61	67.93	1.75
13958	1994	4	20.46	68.05	1.17
13958	1994	5	23.6	75.16	1.39
13958	1994	6	28.28	70.17	0.43
13958	1994	7	29.95	57.9	0
13958	1994	8	28.01	70.33	0.26
13958	1994	9	24.63	66.02	0.43
13958	1994	10	21.15	73.63	1.71
13958	1994	11	17.33	71.82	1.8
13958	1994	12	12.59	76.25	2.23
13958	1995	1	11.83	64.44	1.35
13958	1995	2	13.34	65.49	1.04
13958	1995	3	15.57	70.89	2.06
13958	1995	4	19.77	70.92	1.77
13958	1995	5	24.04	75.23	1.26
13958	1995	6	26.3	69.14	0.6
13958	1995	10	21.15	59.66	1.19
13958	1995	11	14.74	70.33	1.73
13959	1990	1	11.95	63.45	1.39
13959	1990	2	12.36	70.02	1.11
13959	1990	3	15.42	73.93	1.61
13959	1990	4	19.07	72.17	1.03
13959	1990	5	24.04	71.55	0.81
13959	1990	6	29.95	59.9	0
13959	1990	7	28.53	61.38	0.42
13959	1990	8	29.87	57.69	0.06
13959	1990	9	26.16	70.11	0.83
13959	1990	10	19.27	69.37	0.77
13959	1990	11	15.75	75.58	2.23
13959	1990	12	7.64	70.39	0.42
13959	1991	1	6.61	82.66	0.61
13959	1991	2	12.3	66.28	1.36
13959	1991	3	15.87	57.3	0.61
13959	1991	4	20.68	74.43	1.87
13959	1991	5	23.9	80.23	2.94
13959	1991	6	26.98	74.32	1.5
13959	1991	7	29.03	66.31	0.23
13959	1991	9	23.78	75.27	0.7
13959	1991	10	20.29	64.42	0.26
13959	1991	11	11.91	67.72	0.97
13959	1991	12	10.95	79.97	2.55
13959	1992	1	8.74	77.53	1.74
13959	1992	2	12.56	73.23	2.07
13959	1992	3	16.22	67.84	1.26
13959	1992	4	19.61	70.04	0.83
13959	1992	5	21.82	77.49	3.84
13959	1992	6	26.98	73.46	1.43
13959	1992	7	29.46	65.56	0.13
13959	1992	8	27.09	63.46	0.81
13959	1992	9	25.85	65.32	0.2
13959	1992	10	21.36	61.37	0.61
13959	1992	11	12.01	70.39	1.43
13959	1992	12	10.24	78.45	1.94
13959	1993	1	7.73	79.48	1.52
13959	1993	2	10.17	73.17	1.29
13959	1993	3	13.7	69.58	1.48
13959	1993	4	17.79	69.81	1.33
13959	1993	5	22.1	72.03	1.55
13959	1993	6	27.26	74.39	1.27
13959	1993	7	29.64	63.45	0
13959	1993	8	30.08	56.07	0
13959	1993	9	25.34	63.83	0.43
13959	1993	10	17.46	75	2.1
13959	1993	11	10.71	74.74	1.9
13959	1993	12	9.67	73.99	1.58
13959	1994	3	15.08	73.06	1.45
13959	1994	6	28.03	72.16	0.63
13959	1994	8	28.68	64.48	0.23
13959	1994	10	19.64	76.02	1.81
13959	1994	12	9.98	83.07	2.45
13959	1995	1	9.53	72.82	1
13959	1995	2	11.15	70.81	1.36
13959	1995	4	18.29	74.72	1.9
13959	1995	5	22.73	79.21	2.29
13959	1995	6	25.54	71.4	1.07
13959	1995	7	28.7	68.1	0.45
13959	1995	12	9.65	73.03	1.57
13962	1990	1	10.02	49.33	0.29
13962	1990	2	10.82	57.78	0.36
13962	1990	3	13.41	68.25	0.81
13962	1990	4	16.79	68.71	0.87
13962	1990	5	22.33	59.85	0.35
13962	1990	6	29.44	48.6	0
13962	1990	7	26.18	60.31	0.9
13962	1990	8	27.51	56.21	0
13962	1990	9	24.07	66.89	1.13
13962	1990	10	17.78	60.99	0.48
13962	1990	11	13.53	67.53	0.83
13962	1990	12	5.47	60.51	0.39
13962	1991	1	5.04	74.55	0.29
13962	1991	2	11.06	54.82	0.18
13962	1991	3	14.84	46.74	0.16
13962	1991	4	19.95	52.06	0.17
13962	1991	5	24.13	62.28	0.16
13962	1991	6	25.63	64.97	0
13962	1991	7	27.7	55.81	0.19
13962	1991	8	25.97	65.41	0.74
13962	1991	9	21.33	72.06	1.37
13962	1991	10	18.21	58.6	0.42
13962	1991	11	9.5	64.01	0.6
13962	1991	12	8	75.88	0.94
13962	1992	1	6	67.4	0.29
13962	1992	2	10.17	64.75	0.48
13962	1992	3	14.51	57.97	0.39
13962	1992	4	18.05	65.37	0.8
13962	1992	5	20.17	70.2	1.94
13962	1992	6	25.56	67.21	0.67
13962	1992	7	26.88	64.4	0.32
13962	1992	8	25.03	63.22	0.94
13962	1992	9	23.94	60.27	0.4
13962	1992	10	19.81	54.74	0.48
13962	1992	11	10.3	63.58	0.8
13962	1992	12	8.07	69.04	0.06
13962	1993	1	5.69	73.45	0.52
13962	1993	2	7.71	68.57	0.61
13962	1993	3	12.33	59.47	0.42
13962	1993	4	17.35	55.23	0.43
13962	1993	5	21.34	61.65	0.26
13962	1993	6	26.25	64.17	0.5
13962	1993	7	29.56	51.28	0
13962	1993	8	28.33	52.52	0.61
13962	1993	9	23.37	59.34	0.9
13962	1993	10	16.4	65.94	1.77
13962	1993	11	9.56	58.95	0.4
13962	1993	12	8.36	59.23	0.29
13962	1994	1	6.39	62.72	0.23
13962	1994	2	8.11	58.27	0.36
13962	1994	4	17.45	57.45	0.17
13962	1994	5	21.26	73.59	2.16
13962	1994	6	28.37	55.43	0
13962	1994	7	28.52	51.34	0
13962	1994	8	27.9	53.24	0.23
13962	1994	9	22.25	63.75	1.07
13962	1994	10	18.3	69.57	1.1
13962	1994	11	12.56	69.25	0.97
13962	1994	12	8.5	71.89	0.77
13962	1995	2	9.83	60.36	0.39
13962	1995	3	11.95	65.86	0.81
13962	1995	4	17.41	58.47	0.37
13962	1995	6	24.64	63	0.2
13962	1995	7	28.33	55.56	0.23
13962	1995	8	27.19	63.54	0.42
13962	1995	9	23	67.13	1.43
13962	1995	10	18.8	50.66	0.61
13962	1995	12	7.48	60.2	0.2
13963	1990	2	10.37	69.14	0.71
13963	1990	4	16.39	68.74	1.73
13963	1990	6	27.13	70.23	0.43
13963	1990	9	24.62	72.88	0.63
13963	1990	10	15.64	72.44	1.65
13963	1990	11	13.04	71.73	0.87
13963	1990	12	5.71	76.9	1.19
13963	1991	1	4.15	79.18	0.55
13963	1991	2	9.61	65.03	0.82
13963	1991	3	13.43	58.12	0.16
13963	1991	4	18.09	78.17	3.73
13963	1991	5	23.17	81.34	2.61
13963	1991	6	26.06	75.29	0.97
13963	1991	7	27.54	70.35	0.42
13963	1991	8	26.1	75.45	1.1
13963	1991	9	22.33	77.64	2.2
13963	1991	10	17.31	71.76	2.29
13963	1991	11	9.07	69.13	1.2
13963	1991	12	8.05	73.85	0.87
13963	1992	1	5.83	70.03	0.48
13963	1992	2	10.18	66.54	0.45
13963	1992	3	12.31	67.52	1.03
13963	1992	4	17.04	67.6	1.33
13963	1992	5	20.34	71.99	2.35
13963	1992	8	24.25	76.04	2.23
13963	1992	9	21.99	74.41	2.7
13963	1992	10	17.53	70.31	1.71
13963	1992	11	9.52	73.5	1.17
13963	1992	12	6.41	77.92	1.03
13963	1993	1	4.68	73.51	0.58
13963	1993	2	5.8	67.17	0.21
13963	1993	4	14.68	73.16	2.2
13963	1993	5	20.16	76.68	3.23
13963	1993	6	25.67	76.23	1.17
13963	1993	7	29.65	66.87	0.13
13963	1993	8	27.99	74.38	0.52
13963	1993	9	22.33	69.48	1.37
13963	1993	10	15.56	69.92	1.55
13963	1993	11	9.06	70.07	1.03
13963	1993	12	7.29	67.57	0.61
13963	1994	1	3.27	71.53	0.9
13963	1994	2	7.21	70.8	0.89
13963	1994	3	12.28	64.69	0.48
13963	1994	4	18.3	67.76	0.2
13963	1994	5	20.37	74.95	2.68
13963	1994	6	27	76.82	0.93
13963	1994	8	25.69	74.47	1.55
13963	1994	9	22.04	72.53	1.13
13963	1994	10	17.31	76.39	3.19
13963	1994	11	13.17	75.29	2
13963	1994	12	7.7	80.66	1.81
13963	1995	1	6.1	74.81	0.74
13963	1995	2	7.79	58.2	0.57
13963	1995	3	13.05	66.38	1.16
13963	1995	4	16.92	70.11	1.63
13963	1995	5	21.43	75.77	1.94
13963	1995	6	25.23	71.13	1.37
13963	1995	7	28.15	71.42	0.52
13963	1995	8	29.99	64.43	0.06
13963	1995	9	21.9	68.44	1.1
13963	1995	10	17.35	64.2	0.61
13963	1995	11	9.47	67.09	0.7
13964	1990	1	6.99	69.02	1.06
13964	1990	2	8.23	71.2	1.11
13964	1990	3	12.4	73.88	1.39
13964	1990	4	15.51	68.71	2.23
13964	1990	5	19.64	75.19	2.23
13964	1990	6	27.11	69.35	1.07
13964	1990	7	27.24	66.64	0.97
13964	1990	8	26.89	71.78	0.94
13964	1990	9	24.31	71.71	2.23
13964	1990	10	15.17	69.64	1.39
13964	1990	11	12.06	70.3	0.9
13964	1990	12	3.13	80.07	0.87
13964	1991	1	2.48	84.26	0.81
13964	1991	2	8.61	64.06	0.57
13964	1991	3	12.52	59.04	0.1
13964	1991	4	17.45	72.93	2
13964	1991	5	22.97	76.4	2.87
13964	1991	6	25.74	73.44	1.9
13964	1991	7	27.67	64.78	0.35
13964	1991	8	26.15	71.31	1.87
13964	1991	9	21.64	75.03	1.6
13964	1991	10	16.81	69.89	2.13
13964	1991	11	7.78	70.43	0.63
13964	1991	12	7.34	78.14	1.1
13964	1992	1	4.93	76.25	0.42
13964	1992	2	9.48	67.22	0.76
13964	1992	3	11.98	65.4	0.23
13964	1992	4	16.77	67.77	1.47
13964	1992	5	19.49	75.27	3.1
13964	1992	6	23.61	79.28	3.87
13964	1992	7	26.9	75.26	1.39
13964	1992	8	23.99	75.43	3.29
13964	1992	9	21.24	79.27	4.43
13964	1992	10	16.81	70.92	2.35
13964	1992	11	8.35	77.03	1.13
13964	1992	12	5.27	78.77	0.55
13964	1993	1	3.77	76.95	0.32
13964	1993	2	4.34	73.88	0.25
13964	1993	3	9.57	67.36	0.35
13964	1993	4	14.53	68.75	1.07
13964	1993	5	19.8	73.83	2.29
13964	1993	6	25.12	76.51	1.83
13964	1993	7	30.15	60.74	0
13964	1993	8	28.96	66.06	0.52
13964	1993	9	21.87	71.75	1.57
13964	1993	10	14.47	72.51	1.97
13964	1993	11	7.75	70.58	0.73
13964	1993	12	6.31	66.75	0.23
13964	1994	1	2.28	73.81	0.55
13964	1994	2	5.9	67.37	0.18
13964	1994	3	12.59	58.44	0.32
13964	1994	4	17.8	63.74	0.43
13964	1994	5	20.75	70.88	1.06
13964	1994	6	27.56	70.35	0.37
13964	1994	7	26.6	73.11	0.61
13964	1994	8	25.22	74.27	1.74
13964	1994	9	21.69	70.8	1.37
13964	1994	12	6.31	79.68	0.97
13964	1995	4	15.71	69.73	1.23
13964	1995	6	23.85	75.75	2.17
13964	1995	11	8.66	65.43	0.03
13966	1990	1	8.9	54.36	0.45
13966	1990	2	9.11	65.86	0.36
13966	1990	3	12.82	73.41	1.65
13966	1990	4	16.23	71.22	1.63
13966	1990	5	22.08	67.1	0.97
13966	1990	6	29.2	56.61	0.17
13966	1990	7	27.85	58.89	0.71
13966	1990	8	28.56	60.58	0.32
13966	1990	9	25.52	66.73	1.4
13966	1990	10	17.6	63.67	0.48
13966	1990	11	13.15	68.3	0.83
13966	1990	12	3.38	66.54	0.48
13966	1991	2	10.9	54.17	0.14
13966	1991	3	13.72	51.94	0.16
13966	1991	4	18.58	61.85	1.23
13966	1991	5	23.27	72.28	2.61
13966	1991	6	26.36	66.9	0.97
13966	1991	7	29.31	54.7	0.16
13966	1991	8	26.79	67	0.87
13966	1991	9	21.52	77.68	1.4
13966	1991	10	17.78	62.72	0.61
13966	1991	11	8.6	66.08	0.77
13966	1991	12	8.01	76.23	0.97
13966	1992	1	6.05	72.01	0.55
13966	1992	2	10.49	68.28	0.76
13966	1992	3	13.43	66.28	0.45
13966	1992	4	17.49	69.04	1.2
13966	1992	5	20.46	70.31	2.94
13966	1992	6	25.41	71.94	0.97
13966	1992	7	28.03	65.35	0.68
13966	1992	8	25.42	64.07	0.58
13966	1992	9	23.57	66.8	0.8
13966	1992	10	18.84	59.71	0.55
13966	1992	11	9.65	68.48	0.83
13966	1992	12	6.47	74.16	1.03
13966	1993	1	4.65	76.1	0.55
13966	1993	2	6.24	71.68	0.5
13966	1993	3	11.11	65.55	0.87
13966	1993	4	15.95	64.71	0.8
13966	1993	5	19.93	78.26	3.55
13966	1993	6	25.79	72.46	1.8
13966	1993	7	29.87	57.72	0.03
13966	1993	8	28.4	57.64	0.45
13966	1993	9	22.93	67.35	1.87
13966	1993	10	14.85	71.03	2.32
13966	1993	11	8.34	64.28	0.83
13966	1993	12	6.93	67.63	0.74
13966	1994	2	5.39	64	0.29
13966	1994	3	12.79	59.86	0.42
13966	1994	4	16.74	59.66	0.2
13966	1994	5	20.56	76.51	3.35
13966	1994	6	28.07	62.46	0.33
13966	1994	9	23.24	62	1.17
13966	1994	10	18.18	70.93	2.06
13966	1994	12	7.42	76.07	1.03
13966	1995	2	8.7	60.2	0.43
13966	1995	4	16.54	66.1	1.37
13966	1995	5	20.15	71.59	1.55
13966	1995	7	29.08	60.42	0
13966	1995	10	18.25	53.97	0.58
13966	1995	11	11.42	56.31	0.17
13967	1990	1	7.75	53.56	0.26
13967	1990	2	7.24	63.96	0.04
13967	1990	3	11.4	70.51	1.42
13967	1990	4	14.92	64.21	1.27
13967	1990	5	20.41	68.79	0.9
13967	1990	6	27.77	60.44	0.17
13967	1990	7	26.68	61.51	0.32
13967	1990	8	27.39	63.72	0.19
13967	1990	9	24.38	66.2	1.53
13967	1990	10	15.77	63.05	0.87
13967	1990	11	12.41	65.35	0.43
13967	1990	12	1.81	67.36	0.23
13967	1991	1	1.46	76.29	0.23
13967	1991	2	9.39	51.5	0.18
13967	1991	3	12.07	53.51	0.29
13967	1991	4	16.87	67.45	1.33
13967	1991	5	22.26	76.46	2.74
13967	1991	6	25.46	70.75	0.8
13967	1991	7	27.77	60.18	0.39
13967	1991	8	26.98	60.94	0.35
13967	1991	9	20.98	74.09	1.3
13967	1991	10	16.56	61.4	0.61
13967	1991	11	6.74	70.49	1.23
13967	1991	12	6.66	76.04	0.84
13967	1992	1	5.31	69.86	0.48
13967	1992	2	9.49	66.06	0.52
13967	1992	4	16.21	68.55	0.97
13967	1992	5	19	70.8	2.55
13967	1992	6	23.31	75.66	1.87
13967	1992	7	26.99	67.86	0.39
13967	1992	8	23.52	72.09	0.94
13967	1992	9	22.11	69.52	0.7
13967	1992	12	3.93	75.91	0.71
13967	1993	1	2.23	77.07	0.32
13967	1993	2	3.52	76.33	0.64
13967	1993	4	13.57	66.84	0.43
13967	1993	6	24.65	76.65	2.2
13967	1993	7	28.56	62.49	0
13967	1993	8	27.45	61.54	1.35
13967	1993	10	13.23	73.39	2.35
13967	1993	11	6.63	64.41	0.6
13967	1993	12	5.21	66.76	0.48
13967	1994	2	3.22	64.2	0.5
13967	1994	3	11.3	61.08	0.39
13967	1994	4	14.73	66.23	0.83
13967	1994	5	19.34	77.45	3.87
13967	1994	7	26.26	65.94	0.9
13967	1994	9	21.03	68.99	1.93
13967	1994	10	16.5	72.19	1.48
13967	1994	11	9.82	75	1.67
13967	1994	12	5.21	79.57	0.52
13967	1995	2	6.73	59.42	0.43
13967	1995	4	13.79	71.86	1.37
13967	1995	5	18.02	77.72	2.9
13967	1995	6	22.6	74.01	2.13
13967	1995	8	27.36	67.7	0.23
13967	1995	9	21.15	74.26	2.1
13967	1995	11	9.23	58.63	0.07
13968	1990	1	8.15	55.6	0.55
13968	1990	2	7.4	64.12	0.11
13968	1990	3	11.72	69.37	1.48
13968	1990	4	15.21	62.61	1
13968	1990	5	19.86	70.96	0.65
13968	1990	6	27.99	62.86	0.2
13968	1990	7	28.08	57.15	0.16
13968	1990	8	28.39	60.1	0
13968	1990	9	25.06	62.6	0.97
13968	1990	10	16.13	62.96	0.35
13968	1990	11	13.42	61.94	0.33
13968	1990	12	2.91	68.08	0.39
13968	1991	1	1.42	77.08	0.13
13968	1991	2	9.22	54.95	0.07
13968	1991	3	12.66	54.82	0.16
13968	1991	4	17.5	67.34	0.4
13968	1991	5	23.26	73.54	1.23
13968	1991	6	26.68	67.77	0.4
13968	1991	7	29.25	55.92	0
13968	1991	8	27.85	59.8	0.39
13968	1991	9	22.1	69.75	0.43
13968	1991	10	17.25	63.83	0.81
13968	1991	11	7.54	65.79	0.43
13968	1991	12	6.96	72.41	0.52
13968	1992	1	5.86	67.32	0.1
13968	1992	2	9.79	63.56	0.45
13968	1992	3	12.41	61.24	0.45
13968	1992	4	16.72	67.13	1
13968	1992	5	19.62	71.13	2.06
13968	1992	6	23.56	75.28	2.03
13968	1992	7	27.55	66.48	0.55
13968	1992	8	24.53	67.75	0.39
13968	1992	9	22.21	68.44	0.6
13968	1992	10	15.98	67.74	0.84
13968	1992	12	3.68	77.38	0.23
13968	1993	2	3.18	74.23	0.32
13968	1993	4	13.57	67.82	0.53
13968	1993	6	24.83	77.09	0.87
13968	1993	7	29.18	65.1	0.16
13968	1993	8	28.27	62.78	1
13968	1993	9	20.39	75.44	2.37
13968	1993	11	6.85	65.84	0.97
13968	1993	12	5.78	65.73	0.45
13968	1994	2	4.05	67.12	0.54
13968	1994	3	11.85	59.01	0.1
13968	1994	4	15.46	65.52	0.37
13968	1994	5	20.28	71.56	1.61
13968	1994	6	26.94	69.74	1.1
13968	1994	7	26.27	71.57	0.9
13968	1994	8	25.81	71.38	1.29
13968	1994	9	21.51	72.7	2.13
13968	1994	10	16.96	72.32	2.16
13968	1994	12	5.36	81.43	0.74
13968	1995	1	4.05	71.1	0.26
13968	1995	4	14.79	70.84	1.6
13968	1995	5	18.74	78.1	2.35
13968	1995	9	21.08	73.47	1.97
13968	1995	10	17.13	58.41	0.55
13970	1990	1	13.83	77.26	3.19
13970	1990	2	15.67	74.45	1.89
13970	1990	3	17.08	75.35	2.52
13970	1990	4	19.7	71.86	1.97
13970	1990	5	24.46	72.8	0.77
13970	1990	6	28.17	73.27	0.33
13970	1990	7	27.09	77.77	0.77
13970	1990	8	27.64	72.48	0.39
13970	1990	9	25.45	78.38	1.9
13970	1990	12	13.36	76.76	2.68
13970	1991	1	10.28	80.78	2.29
13970	1991	2	13.89	70.58	1.46
13970	1991	3	17.09	69.05	1.29
13970	1991	4	21.47	80.27	3.63
13970	1991	5	24.49	85.01	2.81
13970	1991	6	26.76	76.9	0.53
13970	1991	7	27.89	75.21	0.48
13970	1991	8	26.97	77.14	1.35
13970	1991	9	24.4	77.79	1.4
13970	1991	10	20.66	73.92	2.39
13970	1991	11	12.74	68.36	1.5
13970	1991	12	13.39	71.8	1.23
13970	1992	1	10.39	71.78	1.45
13970	1992	2	14.26	70.43	2.24
13970	1992	3	16.34	71.45	2.42
13970	1992	4	19.34	71.23	2.53
13970	1992	5	22.85	69.59	2.16
13970	1992	7	27.96	77.69	0.97
13970	1992	8	25.72	80.98	2.58
13970	1992	9	24.91	81.01	2.1
13970	1992	10	20.24	77.72	4.74
13970	1992	11	12.42	80.03	2.47
13970	1992	12	13.34	85.45	4.42
13970	1993	1	11.97	80.36	3
13970	1993	2	12.14	66.04	0.68
13970	1993	3	14.92	71.17	2.68
13970	1993	4	17.86	72.77	2.4
13970	1993	8	27.46	81.53	1.39
13970	1993	9	24.84	77.61	2.13
13970	1993	10	18.92	78.22	4
13970	1993	12	9.99	77.02	1.87
13970	1994	1	8.53	71.93	1.06
13970	1994	2	12.22	74.96	2.5
13970	1994	3	15.43	77.43	2.16
13970	1994	4	20.21	80.88	3.67
13970	1994	7	26.06	84.31	2.35
13970	1995	1	10.73	78.19	2.13
13970	1995	2	12.95	73.43	2.07
13970	1995	4	20.11	80.96	3.83
13970	1995	5	24.7	85.84	3.39
13970	1995	11	14.09	73.73	1.4
13984	1990	1	2.65	59.93	0.03
13984	1990	2	1.64	58.23	0
13984	1990	3	7.49	70.85	0.55
13984	1990	4	10.97	65	0.37
13984	1990	5	15.7	74.84	1.65
13984	1990	6	24.75	65.82	0.2
13984	1990	7	25.85	58.11	0.74
13984	1990	8	25.76	63.86	1.42
13984	1990	9	22.63	54.28	0.43
13984	1990	10	13.91	55.84	0.32
13984	1990	11	8.17	63.25	0.23
13984	1990	12	-3.29	67.38	0.13
13984	1991	1	-4.15	73.97	0
13984	1991	2	4.88	56.89	0.04
13984	1991	3	7.95	56.91	0.03
13984	1991	4	12.94	68.23	0.43
13984	1991	5	19.44	75.88	2.45
13984	1991	6	25.14	64.5	0.73
13984	1991	7	27.71	50.64	0
13984	1991	8	25.08	60.09	0.87
13984	1991	9	20.85	51.94	0.23
13984	1991	10	13.14	51.1	0.48
13984	1991	11	1.24	77.58	0.33
13984	1991	12	2.38	75.22	0.42
13984	1992	1	2.28	71.52	0.23
13984	1992	2	4.59	70.61	0
13984	1992	3	7.52	67.37	0.58
13984	1992	4	12.1	68.26	0.83
13984	1992	5	16.55	66.17	1.52
13984	1992	6	20.58	72.13	2.27
13984	1992	7	23.24	74.9	2.16
13984	1992	8	21.47	74.61	2.1
13984	1992	9	19.51	63.95	0.9
13984	1992	10	12.27	67.35	0.29
13984	1992	11	1.89	78.63	0.47
13984	1992	12	-1.85	76.5	0
13984	1993	1	-4.97	80.97	0
13984	1993	2	-4.42	83.61	0
13984	1993	4	9.82	73.55	0.63
13984	1993	5	16.61	78.72	2.58
13984	1993	6	22.19	74.19	2.63
13984	1993	7	24.78	79.05	2.58
13984	1993	8	24.24	74.98	1.58
13984	1993	9	16.78	71.87	1.73
13984	1993	11	3.36	64.12	0.33
13984	1993	12	1.25	69.89	0.03
13984	1994	1	-4.34	74.44	0.13
13984	1994	2	-2.52	66.95	0
13984	1994	3	7.94	54.16	0
13984	1994	4	11.37	60.97	0.4
13984	1994	5	18.86	65.13	0.61
13984	1994	7	23.4	72.96	1.71
13984	1994	8	23.71	70.42	2.06
13984	1994	12	0.32	84.1	0.23
13984	1995	1	-1.84	78	0
13984	1995	2	2.52	64.26	0.04
13984	1995	3	5.93	71.74	0.81
13984	1995	4	9.53	72.12	1.03
13984	1995	5	13.98	82	2.9
13984	1995	6	21.4	71.3	1.9
13984	1995	7	26.01	64.98	1
13984	1995	11	4.35	64.01	0.03
13985	1990	1	1.42	63.66	0
13985	1990	2	1.57	66.35	0
13985	1990	3	7.36	67.15	0.61
13985	1990	4	10.74	67.32	0.33
13985	1990	5	15.73	72.58	1.94
13985	1990	6	25.28	58.07	0.97
13985	1990	7	24.76	58.55	0.94
13985	1990	8	25.57	55.28	0.58
13985	1990	9	22.05	56.34	1.17
13985	1990	10	13.49	50.68	0.35
13985	1990	11	8.37	54.86	0.33
13985	1990	12	-3.07	66.48	0.13
13985	1991	1	-2.28	73.4	0
13985	1991	2	6.28	47.1	0
13985	1991	3	8.17	51.4	0
13985	1991	4	13.04	59.21	0.67
13985	1991	5	20.21	65.84	1.26
13985	1991	6	24.96	57.45	0.9
13985	1991	7	27.38	48.02	0.19
13985	1991	8	25.27	57.13	0.97
13985	1991	10	13.14	48.93	0.23
13985	1991	11	1.96	76.54	0.1
13985	1992	1	2.65	64.88	0.06
13985	1992	3	8.39	61.98	0.42
13985	1992	4	13.59	61.43	1.03
13985	1992	5	16.57	64.84	1.68
13985	1992	6	19.91	77.55	3.6
13985	1992	7	23.68	70.89	2.03
13985	1992	8	21.52	71.6	2.65
13985	1992	10	12.86	62.33	0.42
13985	1992	11	1.42	78.15	0.1
13985	1993	2	-2.28	84.01	0
13985	1993	4	9.94	67.91	0.67
13985	1993	7	25.57	67.77	1.55
13985	1993	8	23.99	68.66	2.13
13985	1993	9	18.06	63.12	1.3
13985	1993	11	2.99	63.84	0
13985	1993	12	1.64	65.6	0.03
13985	1994	1	-2.15	69.87	0
13985	1994	2	-1.38	67.14	0
13985	1994	3	8.45	53.15	0.03
13985	1994	4	11.17	64.53	0.67
13985	1994	5	18.57	69.05	1.65
13985	1994	6	25.53	60.03	1.13
13985	1994	8	24.83	60	1.06
13985	1994	9	20.07	60.85	0.83
13985	1994	11	5.74	66.83	0.5
13985	1994	12	1.62	76.18	0.03
13985	1995	1	0.65	74.56	0.13
13985	1995	3	6.25	70.75	0.19
13985	1995	4	9.9	68.68	0.9
13985	1995	5	13.85	79.02	2.03
13985	1995	8	27.52	59.43	1.39
13994	1990	1	6	60.66	0.29
13994	1990	2	4.92	66	0.46
13994	1990	3	10.02	62.77	0.84
13994	1990	4	12.94	60.2	0.6
13994	1990	5	17.66	67.51	1.06
13994	1990	6	25.25	64.51	0.23
13994	1990	7	26.46	62.92	0.42
13994	1990	8	25.41	68.07	0
13994	1990	9	23.02	63.17	0.17
13994	1990	10	14.48	59.67	0.74
13994	1990	11	11.35	61.78	0.23
13994	1990	12	1.1	71.41	0.29
13994	1991	1	-1.36	76.17	0
13994	1991	2	5.25	61.98	0.43
13994	1991	3	9.91	58.05	0.19
13994	1991	4	16.38	63.45	0.6
13994	1991	5	22.75	73.07	1.29
13994	1991	6	26.54	61.24	0.17
13994	1991	7	27.13	59.34	0.19
13994	1991	8	26.31	62.68	0.23
13994	1991	9	22.09	59.95	0.6
13994	1991	10	15.69	62.89	0.77
13994	1991	11	5.47	68.57	0.93
13994	1991	12	3.94	70.97	0.16
13994	1992	1	2.66	70	0.13
13994	1992	2	5.76	68.42	0.28
13994	1992	3	8.87	63.83	0.29
13994	1992	4	14.51	61.53	0.8
13994	1992	5	18.38	58.5	0.74
13994	1992	6	23.4	58.38	0.57
13994	1992	7	25.85	69.52	0.42
13994	1992	8	22.94	66.78	0.23
13994	1992	9	20.56	65.24	0.6
13994	1992	10	15.25	57.98	0.35
13994	1992	11	6.58	73.96	0.3
13994	1992	12	1.97	71.8	0.39
13994	1993	1	0.34	73.48	0.35
13994	1993	2	-0.3	70.07	0.07
13994	1993	3	5.29	71.36	0.71
13994	1993	4	12.48	67.64	0.73
13994	1993	5	19.06	64.84	1.16
13994	1993	6	24.18	68.7	0.97
13994	1993	7	27.42	70.92	0.55
13994	1993	8	26.58	68.71	0
13994	1993	9	18.78	70.91	0.7
13994	1993	10	13.03	64.15	0.77
13994	1993	11	6.41	65.62	0.3
13994	1993	12	2.94	68.73	0.42
13994	1994	1	-3.17	74.39	0.16
13994	1994	2	1.76	65.3	0
13994	1994	3	8.81	55.12	0
13994	1994	5	18.99	57.96	0.42
13994	1994	6	25.87	65.14	0.37
13994	1994	7	26.24	64.02	0
13994	1994	9	21.26	62.83	0.63
13994	1994	10	15.75	69.58	1.32
13994	1994	11	10.98	67.91	0.83
13994	1994	12	4.77	76.92	0.45
13994	1995	1	-0.49	76.84	0.19
13994	1995	3	9.62	59.72	0.19
13994	1995	4	13.77	66.26	0.83
13994	1995	5	18.29	70.36	1.58
13994	1995	6	24.15	67.81	1.23
13994	1995	7	27.61	65.09	0.23
13994	1995	8	28.47	69.9	0.32
13994	1995	9	19.72	64.24	0.83
13994	1995	10	15.9	58.24	0.23
13994	1995	11	5.77	60.45	0.13
13994	1995	12	1.16	68.71	0.17
13995	1990	1	5.24	63.24	0.42
13995	1990	2	5	69.68	0.54
13995	1990	3	9.02	72.87	1.65
13995	1990	4	12.51	65.31	1.13
13995	1990	5	16.59	77.69	2.77
13995	1990	6	24.05	72.69	0.97
13995	1990	7	24.72	72.25	1.61
13995	1990	8	24.63	71.06	1.55
13995	1990	9	21.91	70.9	1.6
13995	1990	10	13.06	68.72	1.06
13995	1990	11	10.74	67.75	0.83
13995	1990	12	0.87	76.34	0.45
13995	1991	1	-0.9	83.46	0.19
13995	1991	2	5.75	64.34	0.57
13995	1991	3	9.13	61.11	0.32
13995	1991	4	14.19	74.75	1.33
13995	1991	5	20.55	80.55	4.16
13995	1991	6	23.69	73.27	2.27
13995	1991	7	25.61	65.26	1
13995	1991	8	24.94	65.14	1.58
13995	1991	9	19.64	71.31	1.17
13995	1991	10	14.59	66.71	1.26
13995	1991	11	5.4	69.8	1.03
13995	1991	12	4.49	73.36	0.61
