Station	Year	Month	C	RH	Blight
3812	1991	7	23.07	80.79	5.48
3812	1991	8	21.3	83.88	6.19
3812	1991	9	18.42	80.65	4.53
3812	1991	10	13.37	67.49	1.19
3812	1991	11	7.15	66.3	1.27
3812	1991	12	5.61	67.87	0.42
3812	1992	1	4.45	63.08	0.19
3812	1992	2	6.41	63.25	1.1
3812	1992	3	7.74	63.06	0.23
3812	1992	4	13.06	64.62	0.93
3812	1992	5	15.32	75.55	2.71
3812	1992	6	19.76	80.36	4.63
3812	1992	7	23.39	74.96	3.94
3812	1992	8	20.48	83.4	5.42
3812	1992	9	18.81	83.06	5.33
3812	1992	10	12.14	75.71	2.35
3812	1992	11	7.35	77.26	0.9
3812	1992	12	3.83	75.89	0.87
3812	1993	1	5.1	72.81	0.48
3812	1993	2	2.96	63.66	0.36
3812	1993	3	6.07	70.36	1.03
3812	1993	4	11.72	58.7	0.23
3812	1993	5	17.17	74.51	2.77
3812	1993	6	21.73	73.41	3.2
3812	1993	7	24.89	71.42	2.9
3812	1993	8	22.44	81.14	5.77
3812	1993	9	19.08	76.99	3.8
3812	1993	10	12.26	72.99	1.77
3812	1993	11	7.36	70.87	0.53
3812	1993	12	2.11	73.47	0.06
3812	1994	1	0.16	75.94	0.48
3812	1994	2	4.72	68.96	0.68
3812	1994	3	8.42	63.59	1.32
3812	1994	4	14.8	65.41	1.77
3812	1994	5	15.67	70.9	1.77
3812	1994	6	21.73	82.38	5.87
3812	1994	7	22.01	85.19	5.94
3812	1994	8	21.09	85.97	6.39
3812	1994	9	17.3	83.31	5.37
3812	1994	10	12.76	81.53	3
3812	1994	11	9.42	66.88	0.67
3812	1994	12	6.1	77.74	1.13
3812	1995	1	3.13	76.15	1.16
3812	1995	2	3.46	70.16	1.11
3812	1995	3	9.61	67.4	0.35
3812	1995	4	13.92	64.66	0.7
3812	1995	5	17.79	77.3	2.9
3812	1995	6	19.67	85.36	5.63
3812	1995	7	23.29	79.67	5.39
3812	1995	8	23.31	83.67	5.81
3812	1995	9	17.85	85.43	6.37
3812	1995	10	13.28	78.07	2.9
3812	1995	11	5.78	67.95	0.57
3812	1995	12	2.36	65.95	0.33
3813	1990	1	10.98	71.01	1.32
3813	1990	2	13.58	67.14	1.29
3813	1990	3	15.31	69.82	1.23
3813	1990	4	17.32	64.45	1.23
3813	1990	5	22.25	67.8	1.81
3813	1990	6	27.04	62.35	0.37
3813	1990	7	27.52	70	0.45
3813	1990	8	27.61	69.92	0.48
3813	1990	9	24.92	67.07	0.67
3813	1990	10	18.62	72.35	2
3813	1990	11	13.34	70.74	1.4
3813	1990	12	11.03	77.8	3.03
3813	1991	1	8.59	83.3	2.74
3813	1991	2	11.8	68.46	1.71
3813	1991	3	15.28	65.37	1.16
3813	1991	4	19.71	78.03	4.27
3813	1991	5	23.8	80.24	3.39
3813	1991	6	25.02	77.43	1.9
3813	1991	7	26.97	81.07	0.81
3813	1991	8	25.98	81.05	1.74
3813	1991	9	23.68	72.89	1.9
3813	1991	10	18.32	70.35	2.29
3813	1991	11	11.72	65.75	1.33
3813	1991	12	10.26	74.31	2.23
3813	1992	1	8.36	72.88	1.81
3813	1992	2	11.38	73.91	2.31
3813	1992	3	13.25	66.08	1.58
3813	1992	5	20.8	64.04	0.97
3813	1992	6	24.95	74.9	1.37
3813	1992	7	26.84	78.37	1.03
3813	1992	8	25.15	80.85	1.84
3813	1992	9	23.33	79.41	2.57
3813	1992	10	16.73	75.71	2.45
3813	1992	11	12.46	74.52	2.27
3813	1992	12	8.58	75.81	1.81
3813	1993	1	10.12	71.87	1.68
3813	1993	2	8.22	62.67	0.64
3813	1993	3	12.27	64.21	1.45
3813	1993	4	15.89	60.57	0.23
3813	1993	5	21.95	66.5	1.61
3813	1993	6	26.55	68.38	0.8
3813	1993	7	29.19	65.54	0.1
3813	1993	8	27.06	73.64	0.39
3813	1993	9	24.44	69.13	1.1
3813	1993	10	17.62	71.62	1.84
3813	1993	11	12.35	72.53	1.83
3813	1993	12	7.27	72.56	0.39
3813	1994	1	5.76	69.94	0.81
3813	1994	2	11.09	71.86	2.04
3813	1994	3	15.36	62.85	0.94
3813	1994	4	20.31	68.71	1.67
3813	1994	6	24.9	84.06	2.57
3813	1994	8	24.81	80.92	3.1
3813	1994	9	22.06	81.66	4.67
3813	1994	10	17.21	83.79	4.61
3813	1994	11	13.93	76.17	2.63
3813	1995	1	8.01	72.32	1.45
3813	1995	3	15.02	68.81	0.97
3813	1995	6	24.17	75.28	3.37
3813	1995	8	26.81	79.62	1.68
3816	1990	1	6.47	69.8	0.35
3816	1990	2	7.63	75.22	1.29
3816	1990	3	10.82	76.6	1.58
3816	1990	4	13.42	68.21	1.47
3816	1990	5	18.13	77.54	2.29
3816	1990	6	24.92	70.68	1.73
3816	1990	7	25.64	71.41	1.52
3816	1990	8	24.12	77.25	4.23
3816	1990	9	21.79	75.37	3.1
3816	1990	10	13.53	73.88	1.19
3816	1990	11	11.66	72.65	0.47
3816	1990	12	4.32	82.23	1.29
3816	1991	1	1.3	85.72	0.52
3816	1991	2	5.67	72.96	0.82
3816	1991	3	10.98	62.18	0.16
3816	1991	4	16.98	71.47	1.4
3816	1991	5	22.3	79.22	2.81
3816	1991	6	25.19	71.99	1
3816	1991	7	26.62	69.38	1.13
3816	1991	8	25.27	72.22	1.45
3816	1991	9	20.97	74.62	1.07
3816	1991	10	15.9	67.59	1.35
3816	1991	11	7.2	67.49	0.73
3816	1991	12	5.49	72.22	0.45
3816	1992	1	3.12	72.52	0.32
3816	1992	2	7.22	68.36	0.83
3816	1992	3	9.69	67.8	0.58
3816	1992	4	15.43	65.17	0.43
3816	1992	5	18.68	69.19	1.87
3816	1992	6	23.09	71.05	2.13
3816	1992	7	26.08	76.99	1.39
3816	1992	8	22.92	76.76	2.65
3816	1992	9	20.14	77.91	3.03
3816	1992	10	14.66	69.72	1.42
3816	1992	11	8.49	71.46	0.5
3816	1992	12	3.88	76.14	0.48
3816	1993	1	3.74	74.09	0.52
3816	1993	2	2.21	70.46	0.29
3816	1993	3	8.19	69.4	0.84
3816	1993	4	13.57	68.9	1.1
3816	1993	5	19.66	73.26	2.77
3816	1993	6	24.89	73.01	1.53
3816	1993	7	28.54	70.28	0.32
3816	1993	8	25.65	76.13	2.45
3816	1993	9	19.53	74.92	3.33
3816	1993	10	13.06	74.45	2.23
3816	1993	11	7.43	71.68	0.67
3816	1993	12	3.88	73.99	0.32
3816	1994	1	-1.45	76.3	0.42
3816	1994	2	4.11	70.29	0.43
3816	1994	3	8.99	63.03	0.13
3816	1994	4	16.05	64.78	0.23
3816	1994	5	18.48	67.68	1
3816	1994	6	25.28	78.34	2.07
3816	1994	7	25.12	78.1	2.55
3816	1994	8	23.76	73.93	1.97
3816	1994	9	19.42	72.78	2.73
3816	1994	10	15.08	73.48	2.71
3816	1994	11	11.45	72.61	1
3816	1994	12	5.76	80.85	1.35
3816	1995	1	2.58	79.17	0.71
3816	1995	2	3.01	66.17	0.36
3816	1995	3	10.98	61.21	0.35
3816	1995	4	15.66	60.92	0.47
3816	1995	5	19.92	73.87	1.52
3816	1995	6	23.66	74.28	3.47
3816	1995	7	26.19	76.38	1.77
3816	1995	9	19.18	73.94	2.1
3816	1995	11	5.75	68.66	0.6
3820	1990	1	10.58	71.14	1.42
3820	1990	2	13.43	64.99	1.07
3820	1990	3	15.05	70.89	1.39
3820	1990	4	17.34	62.44	0.83
3820	1990	5	21.98	67.57	1.16
3820	1990	6	26.47	65.66	1.47
3820	1990	7	27.74	70.14	0.48
3820	1990	8	26.84	78.39	2.48
3820	1990	9	23.77	72.76	2.63
3820	1990	10	18.34	78.15	3.9
3820	1990	11	12.59	74.43	1.4
3820	1990	12	10.45	76.84	2.32
3820	1991	1	7.99	79.08	2.19
3820	1991	2	11.23	64.54	0.89
3820	1991	3	14.71	64.36	0.97
3820	1991	4	19.07	76.49	3.6
3820	1991	5	23.41	80.24	3.77
3820	1991	6	25.39	74.05	0.9
3820	1991	7	26.82	82.21	1.29
3820	1991	8	25.85	85.81	2.81
3820	1991	9	23.02	78.29	4.37
3820	1991	10	17.55	75.1	2.77
3820	1991	11	10.74	70.95	1.5
3820	1991	12	9.83	69.17	0.84
3820	1992	1	8.02	70.81	1.23
3820	1992	2	10.47	71.59	1.69
3820	1992	3	12.27	68.67	1.81
3820	1992	4	16.61	70.07	2.27
3820	1992	5	19.86	71.68	2.39
3820	1992	6	24.09	80.58	3.3
3820	1992	7	26.9	78.81	1.39
3820	1992	8	25.25	80.74	2.77
3820	1992	9	23.03	82.22	3.97
3820	1992	10	16.16	79.11	3.77
3820	1992	11	12.72	77.09	2.33
3820	1992	12	8.19	75.73	1.55
3820	1993	1	9.8	71.45	1.55
3820	1993	2	7.67	64.98	0.61
3820	1993	3	12.25	63.45	0.87
3820	1993	4	16.36	57.77	0.27
3820	1993	5	22.37	66.7	1.03
3820	1993	6	27.21	65.85	1.1
3820	1993	7	29.36	67.87	0.68
3820	1993	8	27.24	74.76	1.94
3820	1993	9	24.39	73.28	1.67
3820	1993	10	17.87	73.07	2.23
3820	1993	11	12.78	71.2	1.87
3820	1993	12	6.96	71.48	0.39
3820	1994	1	5.46	67.08	0.87
3820	1994	2	10.51	68.52	1.39
3820	1994	3	14.96	60.88	0.77
3820	1994	4	19.08	71.84	3
3820	1994	5	20.45	68.86	1.68
3820	1994	8	24.76	83.72	3.35
3820	1994	9	21.79	80.46	5.13
3820	1994	10	16.88	82.23	3.81
3820	1994	11	13.48	78.79	2.37
3820	1995	1	7.57	72.17	1.48
3820	1995	2	8.82	65.93	1.39
3820	1995	3	14.49	66.11	1.26
3820	1995	4	18.22	67.49	1.97
3820	1995	5	22.69	70.65	1.55
3820	1995	6	23.92	78.41	3.03
3820	1995	7	26.76	78.95	1.48
3820	1995	8	26.36	81.1	2.39
3820	1995	9	22.11	81.61	3.77
3820	1995	11	9.99	71.64	1.2
3822	1990	1	12.79	68.12	1.35
3822	1990	2	15.2	68.81	1.57
3822	1990	3	16.78	69.65	1.16
3822	1990	4	18.54	63.57	0.87
3822	1990	5	23.39	66.03	0.9
3822	1990	6	27.07	66.73	0.03
3822	1990	7	28.43	68.79	0.1
3822	1990	8	27.03	77.1	0.74
3822	1990	9	25.46	68.89	0.73
3822	1990	10	20.95	74.26	1.65
3822	1990	11	15.64	71.86	2.3
3822	1990	12	13.29	79.12	3.35
3822	1991	1	10.91	78.5	2.55
3822	1991	2	13.34	64.8	1.54
3822	1991	3	16.46	66.01	0.84
3822	1991	4	20.77	78.06	3.4
3822	1991	5	24.66	80.6	1.84
3822	1991	6	25.84	75.67	0.8
3822	1991	7	27.31	80.49	0.97
3822	1991	8	27.09	79.2	0.87
3822	1991	9	24.87	74.06	1.07
3822	1991	10	19.74	73.99	3.06
3822	1991	11	13.35	70.24	1.5
3822	1991	12	12.59	69.15	2.03
3822	1992	1	10.17	69.76	1.77
3822	1992	2	13.18	71.39	2.1
3822	1992	3	14.83	62.44	1.13
3822	1992	4	17.96	66.98	2.17
3822	1992	5	21.69	68.35	1.84
3822	1992	6	25.27	80.51	2.07
3822	1992	7	28.15	73.97	0.13
3822	1992	8	26.19	81.98	1.61
3822	1992	9	24.16	80.89	1.47
3822	1992	10	18.81	74.78	2.13
3822	1992	11	15.59	76.69	2.57
3822	1992	12	11.07	74.96	1.58
3822	1993	1	12.45	74.84	2.19
3822	1993	2	9.95	66.15	1.43
3822	1993	3	13.94	64.74	1.23
3822	1993	4	16.97	61.19	0.43
3822	1993	5	22.84	68.02	1.42
3822	1993	6	26.67	72.02	0.17
3822	1993	7	29.31	69.08	0.19
3822	1993	8	27.54	73.37	0.39
3822	1993	9	25.28	74.1	0.77
3822	1993	10	19.53	76.68	3.06
3822	1993	11	15.39	70.7	2.03
3822	1993	12	9.62	70.32	0.71
3822	1994	1	8.51	68.27	1.58
3822	1994	2	13.13	68.55	1.43
3822	1994	3	17.13	61.18	1
3822	1994	4	20.82	67.24	1.1
3822	1994	5	22.25	67.6	0.94
3822	1994	6	25.94	79.79	0.87
3822	1994	7	26.93	78.33	0.68
3822	1994	8	26.46	76.93	0.9
3822	1994	9	24.02	77.66	2.17
3822	1994	10	19.46	79.47	3.39
3822	1994	11	17.11	77.38	3.3
3822	1994	12	12.36	81.47	2.58
3822	1995	1	10.08	72.05	1.35
3822	1995	2	11.16	68.29	1.39
3822	1995	3	16.52	71.2	2.26
3822	1995	4	20.52	67.1	1.23
3822	1995	5	24.26	74	1.65
3822	1995	6	25.57	78.34	1.13
3822	1995	7	28	76.44	0.77
3822	1995	8	27.45	80.07	1.06
3822	1995	9	23.79	84.08	2.5
3822	1995	10	21.53	76.82	2.52
3822	1995	11	12.7	76.54	2.13
3822	1995	12	9.47	72.04	1.9
3856	1990	1	8.43	72.73	1
3856	1990	2	11.04	69.09	1.79
3856	1990	3	12.67	68.45	1.48
3856	1990	4	15.53	64.24	0.9
3856	1990	6	25.17	70.32	0.9
3856	1990	7	25.88	72.78	1.03
3856	1990	8	26.89	67.26	0.39
3856	1990	9	23.9	69.5	1.33
3856	1990	10	16.05	71.27	1.84
3856	1990	11	12.31	70.76	0.6
3856	1990	12	8.26	79.05	2.06
3856	1991	2	8.47	70.53	1.5
3856	1991	3	12.35	65.23	0.39
3856	1991	4	17.92	75.13	3
3856	1991	5	22.03	81.43	3.19
3856	1991	6	24.35	76.07	1.73
3856	1991	7	26.65	73.03	0.77
3856	1991	8	25.84	70.5	0.55
3856	1991	9	22.67	69.7	0.77
3856	1991	10	16.61	69.85	1.19
3856	1991	11	8.68	66.38	1.2
3856	1991	12	7.87	71.52	1.32
3856	1992	1	5.29	71.15	0.68
3856	1992	2	8.78	67.52	1.1
3856	1992	3	10.78	66.74	1.29
3856	1992	4	15.98	64.42	0.53
3856	1992	5	19.3	66.63	0.74
3856	1992	6	22.99	76.17	2.93
3856	1992	7	25.58	81.54	1.65
3856	1992	8	23.07	80.4	3.81
3856	1992	9	21.37	80.77	3.73
3856	1992	10	15.52	75.94	1.68
3856	1992	11	9.59	72.39	1.5
3856	1992	12	6.14	79.48	1.65
3856	1993	1	6.74	74.52	0.71
3856	1993	2	5.34	65.13	0.46
3856	1993	3	9.47	69.03	0.94
3856	1993	4	14.24	65.64	0.87
3856	1993	5	20.06	72.98	2.68
3856	1993	6	25.02	73.2	1.93
3856	1993	7	27.9	71.08	0.61
3856	1993	8	26.29	77.91	2.26
3856	1993	9	21.11	76.2	3.03
3856	1993	10	15	74.63	1.77
3856	1993	11	9.92	71.12	0.93
3856	1993	12	5.48	74.79	0.52
3856	1994	1	2.04	73.76	0.87
3856	1994	2	8.11	72.19	1.07
3856	1994	4	18.24	66.41	0.97
3856	1994	5	19.48	67.79	1.52
3856	1994	6	25.03	78.39	2.27
3856	1994	7	24.64	82.32	1.55
3856	1994	8	23.86	81.53	4.61
3856	1994	9	20.54	76.87	4.23
3856	1994	12	8.29	80.55	1.42
3856	1995	1	4.94	77.3	0.81
3856	1995	2	6.11	70.09	1.04
3856	1995	3	12.67	68.44	1.06
3856	1995	5	20.89	76.29	2.29
3856	1995	6	22.73	78.71	4.5
3856	1995	7	25.72	78.47	2.16
3856	1995	8	26.83	77.95	1.58
3856	1995	9	21.52	73.85	1.67
3860	1990	1	5.63	65.38	0.16
3860	1990	2	6.8	63.26	0.57
3860	1990	3	10.82	59.38	0.35
3860	1990	4	13.13	58.83	0.33
3860	1990	5	16.67	72.47	1.52
3860	1990	6	22.42	72.07	2.5
3860	1990	7	23.9	73.95	3.26
3860	1990	8	22.55	80.88	4.32
3860	1990	9	19.61	78.28	3.8
3860	1990	10	13.75	71.65	1.77
3860	1990	11	10.03	61.69	0.23
3860	1990	12	5.85	70.79	0.61
3860	1991	1	2.12	73.99	0.32
3860	1991	2	4.7	65.26	0.68
3860	1991	3	8.77	64.25	0.03
3860	1991	4	15.82	59.91	0.23
3860	1991	5	22.02	72.39	2.13
3860	1991	6	23.41	70.86	2.1
3860	1991	7	25.31	70.72	1.13
3860	1991	8	23.96	71.09	2.03
3860	1991	9	20.04	73.83	1.8
3860	1991	10	14.72	65.09	0.65
3860	1991	11	7.13	64.86	0.7
3860	1991	12	4.41	71.13	0.65
3860	1992	1	1.99	70.49	0.29
3860	1992	2	5	66.92	0.52
3860	1992	3	7.5	64.88	0.39
3860	1992	4	13.34	61.11	0.3
3860	1992	5	16.34	72.87	1.23
3860	1992	6	20.54	75.15	2.9
3860	1992	7	23.9	76.61	2.84
3860	1992	8	21.47	79.02	3.94
3860	1992	9	19.15	77.7	3.5
3860	1992	10	12.51	71.73	1.19
3860	1992	11	8.08	73.97	0.7
3860	1992	12	3.4	75.49	0.29
3860	1993	1	3.81	71.26	0.42
3860	1993	2	0.45	71.01	0.32
3860	1993	3	5.7	76.97	1.48
3860	1993	4	12.53	61.34	0.07
3860	1993	5	18.34	68.8	1.1
3860	1993	6	22.32	78.97	3.87
3860	1993	7	25.91	72.03	1.45
3860	1993	8	24.54	74.53	2.74
3860	1993	9	18.89	76	3.33
3860	1993	10	12.52	73.32	1.39
3860	1993	11	7.91	67.04	0.2
3860	1993	12	2.21	73.1	0.58
3860	1994	1	-2.78	78.17	0.26
3860	1994	2	2.98	66.02	0.36
3860	1994	3	6.98	65.02	0.48
3860	1994	4	15.72	56.56	0.57
3860	1994	5	16.16	66.58	0.94
3860	1994	6	23.74	69.27	1.8
3860	1994	7	24.43	75.25	2.19
3860	1994	8	22.06	79.75	4.16
3860	1994	9	18.03	76.78	3.17
3860	1994	10	13.49	69.33	1.13
3860	1994	11	10.62	61.9	0.73
3860	1994	12	5.28	78.14	0.9
3860	1995	1	1.3	81.27	0.35
3860	1995	2	1.28	65.63	0.43
3860	1995	3	8.91	57.34	0.1
3860	1995	4	13.65	57.69	0.53
3860	1995	5	17.32	74.24	2.13
3860	1995	6	22.03	79.03	4.83
3860	1995	8	25.68	77.26	2.29
3860	1995	9	18.51	75.15	2.9
3860	1995	10	13.68	73.65	1.77
3860	1995	11	5.11	66.66	0.07
3860	1995	12	0.62	68.84	0.23
3870	1990	1	8.06	66.97	1.1
3870	1990	2	10.45	64.05	1.5
3870	1990	3	12.59	67.95	1.71
3870	1990	4	15.23	61.16	1.03
3870	1990	5	19.59	70.93	2.03
3870	1990	6	24.58	65.06	1
3870	1990	7	25.26	72.2	1.52
3870	1990	8	24.99	76.45	1.84
3870	1990	9	21.53	77.39	2.63
3870	1990	10	16.2	76.22	3
3870	1990	11	11.63	66.37	0.8
3870	1990	12	8.51	75.08	2.16
3870	1991	2	8.06	63.73	0.89
3870	1991	3	11.87	64.22	1
3870	1991	4	16.66	73.03	2.77
3870	1991	5	21.49	79.75	3.61
3870	1991	6	23.43	75.06	2.7
3870	1991	7	26.19	75.56	1.68
3870	1991	8	24.04	80.19	3.06
3870	1991	9	21.21	74.55	2.33
3870	1991	10	15.93	66.97	1.45
3870	1991	11	9.44	65.6	1.13
3870	1991	12	8.16	62.19	0.81
3870	1992	1	6.66	61.78	0.39
3870	1992	2	8.72	62.25	1
3870	1992	3	10.62	62.72	0.9
3870	1992	4	15.27	64.51	1.5
3870	1992	5	17.61	71.74	1.74
3870	1992	6	21.87	78.61	3.93
3870	1992	7	26	71.71	0.97
3870	1992	8	22.77	79.44	4.45
3870	1992	9	20.52	82.89	4.87
3870	1992	10	14.04	75.64	2.45
3870	1992	11	9.51	76.83	1.7
3870	1992	12	5.44	73.65	1.16
3870	1993	1	6.62	69.22	1.23
3870	1993	2	5.15	62.03	0.64
3870	1993	3	8.57	65.7	1.58
3870	1993	4	13.66	57	0.3
3870	1993	5	19.51	73.45	2.29
3870	1993	6	24.54	67.15	1.53
3870	1993	7	28.06	62.62	0.55
3870	1993	8	25.37	74.45	2.19
3870	1993	9	21.53	73.75	2.9
3870	1993	10	15.09	68.24	1.48
3870	1993	11	9.99	68.09	1.47
3870	1993	12	4.85	67.61	0.58
3870	1994	4	17.14	62.1	1.07
3870	1994	5	18.69	62.36	0.35
3870	1994	6	24.12	77.45	3.13
3870	1994	7	24.21	82.36	3.35
3870	1994	8	23.51	80.97	3.68
3870	1994	9	20.01	77.19	3.67
3870	1994	12	8.25	68.86	1.13
3870	1995	1	5.27	69.2	1.29
3870	1995	2	5.9	61.66	0.96
3870	1995	3	12.5	59.69	0.55
3870	1995	4	16.98	58.49	0.87
3870	1995	5	20.75	69.75	1.87
3870	1995	6	22.96	76.63	3.9
3870	1995	7	26.85	71.61	0.94
3870	1995	8	26.14	77.15	0.52
3870	1995	9	20.66	77.72	2.93
3870	1995	10	15.95	75.88	2.68
3870	1995	11	8.06	69.47	1.23
3870	1995	12	4.62	63.3	0.57
3872	1990	1	4.14	66.86	0
3872	1990	2	5.39	65.28	0.32
3872	1990	3	8.24	65.03	0.58
3872	1990	4	10.55	60.74	0.23
3872	1990	5	14.92	73.59	1.81
3872	1990	6	19.6	75.23	1.7
3872	1990	7	21.22	78.32	3.26
3872	1990	8	20.54	79.92	3.74
3872	1990	9	17.01	78.5	2.43
3872	1990	10	12.51	72.49	1.65
3872	1990	11	8.48	58.34	0.33
3872	1990	12	4.59	73.24	0.74
3872	1991	1	1.01	78.67	0.39
3872	1991	2	3.17	68.07	0.54
3872	1991	3	6.57	69.22	0.32
3872	1991	4	13.09	64.37	0.8
3872	1991	5	19.05	74.86	2.52
3872	1991	6	20.31	76.74	3.2
3872	1991	7	22.26	80.27	4.39
3872	1991	8	21.02	76.23	2.97
3872	1991	9	17.27	77.87	2.9
3872	1991	10	12.71	65.66	0.32
3872	1991	11	5.83	64.93	0.63
3872	1991	12	3.47	69.01	0.61
3872	1992	1	1.23	68.6	0.13
3872	1992	2	3.76	66.19	0.55
3872	1992	3	5.32	66.52	0.45
3872	1992	4	10.93	65.06	0.03
3872	1992	5	14.37	70.05	1.06
3872	1992	6	18.76	74.78	1.43
3872	1992	7	21.8	75.34	2.32
3872	1992	8	19.45	77.76	2.87
3872	1992	9	17.41	77.48	1.8
3872	1992	10	11.26	66.98	0.68
3872	1992	11	6.4	74.27	0.27
3872	1992	12	1.57	78.02	0.39
3872	1993	1	2.54	71.59	0.23
3872	1993	2	-0.61	66.83	0.04
3872	1993	3	3.4	76.69	0.71
3872	1993	5	15.69	70.12	1.58
3872	1993	6	19.56	74.42	2.47
3872	1993	7	23.16	72.74	2.55
3872	1993	8	21.52	76.16	3.35
3872	1993	9	17.21	76.07	2.9
3872	1993	10	10.97	72.44	1.13
3872	1993	11	6.53	67.24	0.17
3872	1993	12	0.37	76.34	0.26
3872	1994	1	-3.38	80.1	0.23
3872	1994	3	4.94	67.2	0.48
3872	1994	4	13.68	55.26	0.6
3872	1994	5	12.84	68.92	0.58
3872	1994	6	20.45	74.54	1.93
3872	1994	7	21.41	77.19	2.77
3872	1994	8	19.66	80.19	3.52
3872	1994	9	15.71	76.59	2.3
3872	1994	10	11.74	66.97	0.84
3872	1995	8	22.39	75.12	2.65
3872	1995	9	16.12	74.6	1.87
3872	1995	10	12.39	69.59	0.94
3872	1995	11	3.13	72.22	0.33
3872	1995	12	-0.83	70.27	0.53
3889	1990	1	5.91	66.1	0.32
3889	1990	2	7.58	63.47	0.71
3889	1990	3	10.66	62.88	0.94
3889	1990	4	13.42	57.03	0.43
3889	1990	5	16.59	74.2	2.35
3889	1990	6	21.95	74.85	1.2
3889	1990	7	23.49	76.4	2.32
3889	1990	8	22.05	82.73	3.9
3889	1990	9	19.55	78.93	3.23
3889	1990	10	13.96	68.98	1.52
3889	1990	11	10.58	57.06	0.33
3889	1990	12	5.65	75.03	1.13
3889	1991	1	2.28	78.42	0.58
3889	1991	2	4.8	66.56	0.68
3889	1991	3	8.87	65.12	0.42
3889	1991	4	15.9	59.44	0.7
3889	1991	5	21.01	77.83	3.19
3889	1991	6	21.98	80.18	3.77
3889	1991	7	23.93	80.36	2.84
3889	1991	8	22.83	78.19	3.19
3889	1991	9	19.76	78.48	3
3889	1991	10	15.36	61.92	0.16
3889	1991	11	7.15	64.1	0.83
3889	1991	12	5.04	71.79	1.06
3889	1992	1	2.81	68.8	0.61
3889	1992	2	5.89	65.81	0.86
3889	1992	3	8.04	63.94	0.45
3889	1992	4	14.24	57.48	0.17
3889	1992	5	16.48	76.27	2.45
3889	1992	6	20.36	80.47	3.6
3889	1992	7	23.33	84.31	3.87
3889	1992	8	20.62	83.46	4.68
3889	1992	9	18.88	79.52	3.5
3889	1992	10	12.76	69.88	0.97
3889	1992	11	7.81	72.31	0.43
3889	1992	12	3.2	77.69	0.71
3889	1993	1	3.92	72.01	0.26
3889	1993	2	1.48	65.43	0
3889	1993	3	5.69	73.08	1.39
3889	1993	4	12.4	57.93	0.33
3889	1993	5	18.01	67.49	1.03
3889	1993	6	21.89	75.59	2.27
3889	1993	7	25.35	73.88	1.26
3889	1993	8	23.65	78.56	2.81
3889	1993	9	18.42	78.75	2.9
3889	1993	10	12.58	74.08	1.58
3889	1993	11	8.07	65.99	0.83
3889	1993	12	2.06	75.68	0.81
3889	1994	1	-2.54	79.98	0.65
3889	1994	2	4.23	63.98	0.36
3889	1994	3	7.1	65.38	0.61
3889	1994	4	15.49	56.57	1.07
3889	1994	5	15.65	66.71	1.55
3889	1994	6	22.97	73.87	1.63
3889	1994	7	23.21	81.51	3.74
3889	1994	8	21.66	81.36	4.55
3889	1994	9	18.07	75.35	2.17
3889	1994	10	13.96	64.78	0.77
3889	1994	11	10.95	56.88	0.6
3889	1994	12	5.83	72.79	0.45
3889	1995	1	1.53	76.38	0.26
3889	1995	2	1.74	67.33	0.46
3889	1995	3	9.88	53.08	0.13
3889	1995	4	14.16	55.05	0.4
3889	1995	5	17.47	73.83	2
3889	1995	6	21.53	79.29	2.93
3889	1995	7	24.79	70.57	1.19
3889	1995	8	25.69	72.91	1.74
3889	1995	9	19.08	70.31	1.77
3889	1995	10	14.33	68.6	1
3889	1995	11	5.22	65.65	0.3
3927	1990	1	11.14	59.5	0.42
3927	1990	2	11.72	66.7	0.61
3927	1990	3	14.54	73.21	1.71
3927	1990	5	22.99	71.64	0.77
3927	1990	6	28.97	64.06	0.17
3927	1990	7	27.91	62.63	0.39
3927	1990	8	29.09	60.5	0.06
3927	1990	9	26.22	65.52	0.57
3927	1990	10	18.86	64.24	0.9
3927	1990	11	15.32	72.13	1.47
3927	1990	12	6.15	70.82	0.84
3927	1991	1	5.87	79.41	1.16
3927	1991	2	12.12	60.3	0.86
3927	1991	4	19.97	69.41	1.67
3927	1991	5	23.83	76.49	1.48
3927	1991	6	27.03	71.67	0.73
3927	1991	7	29.15	62.54	0.06
3927	1991	8	27.74	68.39	0.39
3927	1991	9	23.23	72.68	0.47
3927	1991	10	19.38	65.01	1.26
3927	1991	11	10.73	65.96	0.27
3927	1991	12	10	76.66	1.68
3927	1992	1	7.97	73.67	1.32
3927	1992	2	12.31	65.51	1.1
3927	1992	3	15.1	65.03	0.77
3927	1992	4	18.97	67.24	0.83
3927	1992	5	21.53	73.65	2.68
3927	1992	6	26.26	72.22	0.67
3927	1992	7	28.73	66.17	0.19
3927	1992	8	26.27	65.39	0.45
3927	1992	9	24.91	66.59	0.43
3927	1992	11	11.38	69.54	1
3927	1992	12	9.48	74.92	1.68
3927	1993	1	7.11	76.39	1.32
3927	1993	2	9.09	69.98	1.07
3927	1993	3	13.39	64.61	0.9
3927	1993	4	17.45	65.66	0.7
3927	1993	5	22.03	69.34	0.84
3927	1993	6	27.39	71.03	0.77
3927	1993	7	30.6	57.14	0
3927	1993	8	30.6	54.83	0.23
3927	1993	9	25.37	60.25	0.6
3927	1993	10	17.04	72.83	2.06
3927	1993	11	10.78	69.4	0.9
3927	1994	1	7.23	72.54	1
3927	1994	4	19.03	67.75	1.33
3927	1994	5	22.14	77.83	2.42
